Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Status
supacaz-super-sticky-kush,Supacaz Super Sticky Kush,<p><strong>Kompatibilität:</strong> Alle Rennradlenker</p>,Supacaz,Lenkerband,Lenkerband,"vm-kat-lenkerband, vm-groupset-alle, vm-speed-alle, vm-universal",TRUE,Title,Default Title,VM-SUPACAZSUPERSTIC,0,shopify,99,continue,manual,34.99,,TRUE,TRUE,active
lizard-skins-dsp-3-2mm,Lizard Skins DSP 3.2mm,<p><strong>Kompatibilität:</strong> Alle Rennradlenker</p>,Lizard Skins,Lenkerband,Lenkerband,"vm-kat-lenkerband, vm-groupset-alle, vm-speed-alle, vm-universal",TRUE,Title,Default Title,VM-LIZARDSKINSDSP3,0,shopify,99,continue,manual,39.99,,TRUE,TRUE,active
fizik-vento-microtex-tacky,Fizik Vento Microtex Tacky,<p><strong>Kompatibilität:</strong> Alle Rennradlenker</p>,Fizik,Lenkerband,Lenkerband,"vm-kat-lenkerband, vm-groupset-alle, vm-speed-alle, vm-universal",TRUE,Title,Default Title,VM-FIZIKVENTOMICROT,0,shopify,99,continue,manual,29.99,,TRUE,TRUE,active
fizik-vento-argo-r1-carbon-150mm,Fizik Vento Argo R1 Carbon 150mm,<p><strong>Kompatibilität:</strong> Alle Rennräder (7mm Rails)</p>,Fizik,Sattel,Sattel,"vm-kat-sattel, vm-groupset-alle, vm-speed-alle, vm-universal",TRUE,Title,Default Title,VM-FIZIKVENTOARGOR,0,shopify,99,continue,manual,299.99,,TRUE,TRUE,active
fizik-vento-argo-r3-150mm,Fizik Vento Argo R3 150mm,<p><strong>Kompatibilität:</strong> Alle Rennräder (7mm Rails)</p>,Fizik,Sattel,Sattel,"vm-kat-sattel, vm-groupset-alle, vm-speed-alle, vm-universal",TRUE,Title,Default Title,VM-FIZIKVENTOARGOR,0,shopify,99,continue,manual,129.99,,TRUE,TRUE,active
selle-italia-slr-boost-superflow-l-carbon,Selle Italia SLR Boost Superflow L Carbon,<p><strong>Kompatibilität:</strong> Alle Rennräder (7mm Rails)</p>,Selle Italia,Sattel,Sattel,"vm-kat-sattel, vm-groupset-alle, vm-speed-alle, vm-universal",TRUE,Title,Default Title,VM-SELLEITALIASLRB,0,shopify,99,continue,manual,249.99,,TRUE,TRUE,active
selle-italia-model-x-superflow,Selle Italia Model X Superflow,<p><strong>Kompatibilität:</strong> Alle Rennräder (7mm Rails)</p>,Selle Italia,Sattel,Sattel,"vm-kat-sattel, vm-groupset-alle, vm-speed-alle, vm-universal",TRUE,Title,Default Title,VM-SELLEITALIAMODEL,0,shopify,99,continue,manual,89.99,,TRUE,TRUE,active
prologo-scratch-m5-cpc-tirox,Prologo Scratch M5 CPC Tirox,<p><strong>Kompatibilität:</strong> Alle Rennräder (7mm Rails)</p>,Prologo,Sattel,Sattel,"vm-kat-sattel, vm-groupset-alle, vm-speed-alle, vm-universal",TRUE,Title,Default Title,VM-PROLOGOSCRATCHM5,0,shopify,99,continue,manual,179.99,,TRUE,TRUE,active
canyon-sp0077-aeropost-d-shape,Canyon SP0077 Aeropost D-Shape,"<p><strong>Kompatibilität:</strong> Canyon Aeroad Gen4, Ultimate Gen5, Endurace Gen3</p><ul><li>Sattelstützen-Typ: D-Shape Canyon</li></ul>",Canyon,Sattelstütze,Sattelstütze,"vm-kat-sattelstuetze, vm-groupset-alle, vm-speed-alle, vm-seatpost-d-shape-canyon, vm-bike-canyon",TRUE,Title,Default Title,VM-CANYONSP0077AERO,0,shopify,99,continue,manual,149.99,,TRUE,TRUE,active
canyon-s15-vcls-2-0-carbon,Canyon S15 VCLS 2.0 Carbon,<p><strong>Kompatibilität:</strong> Canyon Endurace CFR</p><ul><li>Sattelstützen-Typ: D-Shape Canyon</li></ul>,Canyon,Sattelstütze,Sattelstütze,"vm-kat-sattelstuetze, vm-groupset-alle, vm-speed-alle, vm-seatpost-d-shape-canyon, vm-bike-canyon",TRUE,Title,Default Title,VM-CANYONS15VCLS2,0,shopify,99,continue,manual,179.99,,TRUE,TRUE,active
pinarello-aero-carbon-3d-ti-klemme,Pinarello Aero Carbon + 3D-Ti Klemme,"<p><strong>Kompatibilität:</strong> Pinarello Dogma F, F-Serie, X-Serie</p><ul><li>Sattelstützen-Typ: D-Shape Pinarello</li></ul>",Pinarello,Sattelstütze,Sattelstütze,"vm-kat-sattelstuetze, vm-groupset-alle, vm-speed-alle, vm-seatpost-d-shape-pinarello, vm-bike-pinarello",TRUE,Title,Default Title,VM-PINARELLOAEROCAR,0,shopify,99,continue,manual,199.99,,TRUE,TRUE,active
syncros-duncan-sl-aero-cft-carbon,Syncros Duncan SL Aero CFT Carbon,<p><strong>Kompatibilität:</strong> Scott Foil RC</p><ul><li>Sattelstützen-Typ: D-Shape Scott</li></ul>,Syncros/Scott,Sattelstütze,Sattelstütze,"vm-kat-sattelstuetze, vm-groupset-alle, vm-speed-alle, vm-seatpost-d-shape-scott, vm-bike-scott",TRUE,Title,Default Title,VM-SYNCROSDUNCANSL,0,shopify,99,continue,manual,249.99,,TRUE,TRUE,active
cervelo-sp34-aero-carbon,Cervélo SP34 Aero Carbon,<p><strong>Kompatibilität:</strong> Cervélo S5 (2025)</p><ul><li>Sattelstützen-Typ: D-Shape Cervelo</li></ul>,Cervélo,Sattelstütze,Sattelstütze,"vm-kat-sattelstuetze, vm-groupset-alle, vm-speed-alle, vm-seatpost-d-shape-cervelo, vm-bike-cervelo",TRUE,Title,Default Title,VM-CERVELOSP34AERO,0,shopify,99,continue,manual,199.99,,TRUE,TRUE,active
look-aero-post-4-carbon,LOOK Aero Post 4 Carbon,<p><strong>Kompatibilität:</strong> Look 795 Blade RS (NUR 795!)</p><ul><li>Sattelstützen-Typ: D-Shape Look</li></ul>,Look,Sattelstütze,Sattelstütze,"vm-kat-sattelstuetze, vm-groupset-alle, vm-speed-alle, vm-seatpost-d-shape-look, vm-bike-look",TRUE,Title,Default Title,VM-LOOKAEROPOST4C,0,shopify,99,continue,manual,189.99,,TRUE,TRUE,active
standard-carbon-27-2mm-rund-z-b-ritchey-wcs,Standard Carbon 27.2mm Rund (z.B. Ritchey WCS),"<p><strong>Kompatibilität:</strong> Look 785, CAAD14, Specialized Aethos</p><ul><li>Sattelstützen-Typ: 27.2mm Rund</li></ul>",Diverse,Sattelstütze,Sattelstütze,"vm-kat-sattelstuetze, vm-groupset-alle, vm-speed-alle, vm-seatpost-27-2mm-rund",TRUE,Title,Default Title,VM-STANDARDCARBON27,0,shopify,99,continue,manual,89.99,,TRUE,TRUE,active
muc-off-bio-chain-cleaner-400ml,Muc-Off Bio Chain Cleaner 400ml,<p><strong>Kompatibilität:</strong> Alle Fahrräder</p>,Muc-Off,Reinigung,Reinigung,"vm-kat-reinigung, vm-universal",TRUE,Title,Default Title,VM-MUCOFFBIOCHAIN,0,shopify,99,continue,manual,12.99,,TRUE,TRUE,active
muc-off-nano-tech-bike-cleaner-1l,Muc-Off Nano Tech Bike Cleaner 1L,<p><strong>Kompatibilität:</strong> Alle Fahrräder</p>,Muc-Off,Reinigung,Reinigung,"vm-kat-reinigung, vm-universal",TRUE,Title,Default Title,VM-MUCOFFNANOTECH,0,shopify,99,continue,manual,14.99,,TRUE,TRUE,active
muc-off-drivetrain-cleaner-500ml,Muc-Off Drivetrain Cleaner 500ml,<p><strong>Kompatibilität:</strong> Alle Fahrräder</p>,Muc-Off,Reinigung,Reinigung,"vm-kat-reinigung, vm-universal",TRUE,Title,Default Title,VM-MUCOFFDRIVETRAIN,0,shopify,99,continue,manual,11.99,,TRUE,TRUE,active
squirt-long-lasting-dry-chain-lube-120ml,Squirt Long Lasting Dry Chain Lube 120ml,<p><strong>Kompatibilität:</strong> Alle Fahrradketten</p>,Squirt,Schmiermittel,Schmiermittel,"vm-kat-schmiermittel, vm-universal",TRUE,Title,Default Title,VM-SQUIRTLONGLASTIN,0,shopify,99,continue,manual,14.99,,TRUE,TRUE,active
muc-off-hydrodynamic-chain-lube-50ml,Muc-Off Hydrodynamic Chain Lube 50ml,<p><strong>Kompatibilität:</strong> Alle Fahrradketten</p>,Muc-Off,Schmiermittel,Schmiermittel,"vm-kat-schmiermittel, vm-universal",TRUE,Title,Default Title,VM-MUCOFFHYDRODYNAM,0,shopify,99,continue,manual,12.99,,TRUE,TRUE,active
silca-super-secret-chain-lube-120ml,Silca Super Secret Chain Lube 120ml,<p><strong>Kompatibilität:</strong> Alle Fahrradketten</p>,Silca,Schmiermittel,Schmiermittel,"vm-kat-schmiermittel, vm-universal",TRUE,Title,Default Title,VM-SILCASUPERSECRET,0,shopify,99,continue,manual,24.99,,TRUE,TRUE,active
park-tool-ct-3-3-kettennieter,Park Tool CT-3.3 Kettennieter,<p><strong>Kompatibilität:</strong> Alle Fahrradketten</p>,Park Tool,Werkzeug,Werkzeug,"vm-kat-werkzeug, vm-universal",TRUE,Title,Default Title,VM-PARKTOOLCT33K,0,shopify,99,continue,manual,34.99,,TRUE,TRUE,active
park-tool-sr-12-2-kettenpeitsche,Park Tool SR-12.2 Kettenpeitsche,<p><strong>Kompatibilität:</strong> Alle Kassetten</p>,Park Tool,Werkzeug,Werkzeug,"vm-kat-werkzeug, vm-universal",TRUE,Title,Default Title,VM-PARKTOOLSR122,0,shopify,99,continue,manual,24.99,,TRUE,TRUE,active
park-tool-fr-5-2g-kassetten-abzieher,Park Tool FR-5.2G Kassetten-Abzieher,<p><strong>Kompatibilität:</strong> Shimano/SRAM Kassetten</p>,Park Tool,Werkzeug,Werkzeug,"vm-kat-werkzeug, vm-universal",TRUE,Title,Default Title,VM-PARKTOOLFR52G,0,shopify,99,continue,manual,11.99,,TRUE,TRUE,active
park-tool-bbt-59-2-bb-werkzeug-shimano,Park Tool BBT-59.2 BB-Werkzeug Shimano,<p><strong>Kompatibilität:</strong> Shimano Innenlager</p>,Park Tool,Werkzeug,Werkzeug,"vm-kat-werkzeug, vm-universal",TRUE,Title,Default Title,VM-PARKTOOLBBT592,0,shopify,99,continue,manual,29.99,,TRUE,TRUE,active
topeak-mini-20-pro-multitool,Topeak Mini 20 Pro Multitool,<p><strong>Kompatibilität:</strong> Alle Fahrräder</p>,Topeak,Werkzeug,Werkzeug,"vm-kat-werkzeug, vm-universal",TRUE,Title,Default Title,VM-TOPEAKMINI20PRO,0,shopify,99,continue,manual,34.99,,TRUE,TRUE,active
elite-vico-carbon-flaschenhalter,Elite Vico Carbon Flaschenhalter,<p><strong>Kompatibilität:</strong> Alle Rennräder</p>,Elite,Flaschenhalter,Flaschenhalter,"vm-kat-flaschenhalter, vm-universal",TRUE,Title,Default Title,VM-ELITEVICOCARBON,0,shopify,99,continue,manual,39.99,,TRUE,TRUE,active
topeak-aero-wedge-pack-s,Topeak Aero Wedge Pack S,<p><strong>Kompatibilität:</strong> Alle Rennräder</p>,Topeak,Satteltasche,Satteltasche,"vm-kat-satteltasche, vm-universal",TRUE,Title,Default Title,VM-TOPEAKAEROWEDGE,0,shopify,99,continue,manual,24.99,,TRUE,TRUE,active
stan-s-notubes-race-sealant-237ml,Stan's NoTubes Race Sealant 237ml,<p><strong>Kompatibilität:</strong> Alle TLR-Räder</p>,Stan's,Tubeless,Tubeless,"vm-kat-tubeless, vm-universal",TRUE,Title,Default Title,VM-STANSNOTUBESRAC,0,shopify,99,continue,manual,12.99,,TRUE,TRUE,active
muc-off-no-puncture-hassle-140ml,Muc-Off No Puncture Hassle 140ml,<p><strong>Kompatibilität:</strong> Alle TLR-Räder</p>,Muc-Off,Tubeless,Tubeless,"vm-kat-tubeless, vm-universal",TRUE,Title,Default Title,VM-MUCOFFNOPUNCTUR,0,shopify,99,continue,manual,14.99,,TRUE,TRUE,active
muc-off-tubeless-valve-60mm-paar,Muc-Off Tubeless Valve 60mm (Paar),<p><strong>Kompatibilität:</strong> Alle TLR-Räder</p>,Muc-Off,Ventil,Ventil,"vm-kat-ventil, vm-universal",TRUE,Title,Default Title,VM-MUCOFFTUBELESSV,0,shopify,99,continue,manual,24.99,,TRUE,TRUE,active
